52630008-1;52630008;1;DECORACION DE OBJETOS ARTESANALES EN ARTE COUNTRY;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
73310022-1;73310022;1;IMPLEMENTACION DE CULTIVOS EN LA AGRICULTURA URBANA;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
73310030-1;73310030;1;EMPRENDIMIENTO EN PRODUCCION DE CULTIVOS TRANSITORIOS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
23120012-2;23120012;2;RECONOCIMIENTO DE LA CIENCIA, LA TECNOLOGIA Y LA INNOVACION A PARTIR DE METODOLOGIAS EXPERIENCIALES PARA ALCANZAR APRENDIZAJES SIGNIFICATIVOS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
12210005-1;12210005;1;FORMULACION DE PROYECTOS DE INVESTIGACION FORMATIVA;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
73322071-3;73322071;3;APLICACION DE CONDICIONES DE BIENESTAR ANIMAL EN LA PRODUCCION DE POLLO DE ENGORDE Y GALLINA DE POSTURA;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
52660007-1;52660007;1;ELABORACION DE COMPLEMENTOS EN BISUTERIA CON TECNICA DE ENSARTADO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
12210006-1;12210006;1;DESARROLLO METODOLOGICO DE UN PROYECTO DE INVESTIGACION FORMATIVO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
23120019-1;23120019;1;APLICACION DE LA CIENCIA, LA TECNOLOGIA Y LA INNOVACION A PARTIR DE METODOLOGIAS EXPERIENCIALES PARA LA FORMULACION DE PROYECTOS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
13530025-2;13530025;2;SERVICIO AL CLIENTE;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
12210016-1;12210016;1;APROPIACION DE LOS RESULTADOS Y PRODUCTOS DEL PROYECTO DE INVESTIGACION;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
22230011-1;22230011;1;MITIGACION Y ADAPTACION AL CAMBIO CLIMATICO A NIVEL LOCAL;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
51240089-1;51240089;1;ENGLISH DOES WORK - LEVEL 3;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
21720198-1;21720198;1;USO DE MICROSOFT POWER POINT PARA LA GENERACION DE PRESENTACIONES PROFESIONALES;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
22810047-1;22810047;1;BLOCKCHAIN: CONTRATOS INTELIGENTES;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
41311514-1;41311514;1;APLICACION DE LA ETICA Y HABILIDADES SOCIALES EN EL CONTEXTO LABORAL;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
3000115-1;3000115;1;SISTEMAS DE GENERACION DE ENERGIA ELECTRICA UTILIZANDO ENERGIAS RENOVABLES;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
52440457-2;52440457;2;ELABORACIÓN DE PRODUCTOS ARTESANALES EN CROCHET;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
52640006-1;52640006;1;ELABORACION DE NUDOS EN MACRAME;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
22620430-1;22620430;1;EVALUACION DE  IMPACTOS AMBIENTALES EN ACTIVIDADES PRODUCTOS Y SERVICIOS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
42110153-1;42110153;1;EJERCICIO DERECHOS FUNDAMENTALES EN EL TRABAJO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
52230014-1;52230014;1;DESARROLLO DE ESTRUCTURAS 2D Y 3D DE EMPAQUES EN PAPEL Y CARTON.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
